GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),SOC(RAW)(%),*?Engine Oil Pressure(psi),*?Engine Oil Temp(°F),*?Engine Torque(Nm),*?Fuel Level(%),*?Oil Life(%),*HPCM1 19 42(V),*HPCM1 19 A1(V),*HPCM1 1C 2F(V),*HPCM1 1C 30(V),*HPCM1 1C 36(V),*HPCM1 1C 37(V),*HPCM1 24 11(V),*HPCM1 24 14(V),*HPCM1 24 16(V),*HPCM1 24 17(V),*HPCM1 24 29(V),*HPCM1 24 2B(V),*HPCM1 24 2C(V),*HPCM1 24 34(V),*HPCM1 24 87(V),*HPCM1 28 78(V),*HPCM1 28 81(V),*HPCM1 28 82(V),*HPCM1 28 83(V),*HPCM1 28 84(V),*HPCM1 28 85(V),*HPCM1 28 86(V),*HPCM1 28 AF(V),*HPCM1 28 B0(V),*HPCM1 28 BC(V),*HPCM1 28 BD(V),*HPCM1 28 BE(V),*HPCM1 28 E8(V),*HPCM1 40 D0(V),*HPCM2 13 AF(V),*HPCM2 40 E7(V),*HPCM2 41 B2(V),*HPCM2 41 B4(V),*HPCM2 41 B6(V),*HPCM2 41 B7(V),*HPCM2 43 2B(V),*HPCM2 43 2D(V),*HPCM2 43 2E(V),*HPCM2 43 56(V),*HPCM2 43 58(V),*HPCM2 43 5A(V),*HPCM2 43 5D(V),*HPCM2 43 6B(V),*HPCM2 43 6C(V),*HPCM2 43 6D(V),*HPCM2 43 6E(V),*HPCM2 43 6F(V),*HPCM2 43 73(V),*HPCM2 43 74(V),*HPCM2 43 7D(V),*HPCM2 43 7E(V),*HPCM2 43 7F(V),*HPCM2 43 B0(V),*HPCM2 43 BB(V),*HPCM2 82 B2(V),*HPCM2 82 B5(V),*HPCM2 82 B7(V),*HPCM2 83 34(V),*HPCM2 83 5A(V),*HPCM2 83 5C(V),*HPCM2 90 5C(V),*HPCM2 HV Battery Temp (V),*HPCM2 Obboard Charger Voltage(V),*HPCM2 OnBoard Charger Current Amps(A),*HPCM2 Outside Temp Filtered 1F(V),*HPCM2 Outside Temp Raw(V),*HPCM2 Power Eletronics Cooling Temp(°F),*master Commanded Throttle Pos(%),*master Control Module Voltage mode22(V),*master Distance Travel since code cleared(miles),*master Distance Travel with MIL On(miles),*master ECM 11 31  B1(B1),*master ECM 15 64  B1(B1),*master ECM 15 70  B1(B1),*master ECM 15 71  B1(B1),*master ECM 15 72  B1(B1),*master ECM 15 73  B1(B1),*master ECM 1A 2D  B1(V),*master ECM 20 3F  B1(B1),*master ECM 20 7E  B1(B1),*master ECM 28 10  B1(B1),*master ECM Amb Temp(°F),*master Engine Coolant Temp(°F),*master Engine RPM(rpm),*master Engine Torque(Nm),*master Engine Torque m1(Nm),*master Engine Torque m1%(%),*master Hybrid Pack Remaining (SOC)(%),*master Intake Air Temp IAT(°F),*master Intake Manifold Press(psi),*master Spark Advance(Deg),*master Speed(km/hr),*SOC(RAW)(%),*SOC(USABLE)(%),*Tran TCM  19 40(°F),*Tran TCM  19 41 1byte(V),*Tran TCM  19 9E 1byte(V),*Tran TCM  19 D4 1byte(V),*Tran TCM  1A 18 1byte(V),*Tran TCM  1A 1F 1byte(V),*Tran TCM  28 51 1byte(V),*Tran TCM  28 52 1byte(V),*Tran TCM  28 53 1byte(V),*Tran TCM  28 54 1byte(V)
Sat Jan 05 15:05:10 MST 2013,05-Jan-2013 15:02:49.977,-104.86746136,39.07588896,0.0,3.6055512,2087.39990234375,213.3,-0.08172209,2.22011662,9.34355831,-0.00199443,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:05:34 MST 2013,05-Jan-2013 15:03:13.402,-104.86746148,39.07588887,0.0,3.6055512,2087.39990234375,213.3,0,2.22011662,9.4661417,0.0101316,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:05:57 MST 2013,05-Jan-2013 15:03:36.864,-104.86746162,39.07588892,0.0,3.6055512,2087.39990234375,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:06:20 MST 2013,05-Jan-2013 15:03:59.866,-104.86746175,39.07588894,0.0,3.6055512,2087.39990234375,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:06:43 MST 2013,05-Jan-2013 15:04:23.007,-104.86746189,39.07588883,0.0,4.2426405,2087.39990234375,213.3,0.04086104,2.34269977,9.34355831,0.00094289,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:07:07 MST 2013,05-Jan-2013 15:04:46.306,-104.86746201,39.07588868,0.0,4.2426405,2087.39990234375,213.3,-0.04086104,2.30183887,9.34355831,-0.00006181,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:07:30 MST 2013,05-Jan-2013 15:05:09.522,-104.86746209,39.07588869,0.0,5.0,2087.39990234375,213.3,0,2.30183887,9.38441944,0.0039742,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:07:53 MST 2013,05-Jan-2013 15:05:32.904,-104.8674622,39.07588867,0.0,3.6055512,2087.39990234375,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:08:16 MST 2013,05-Jan-2013 15:05:56.146,-104.86746219,39.07588862,0.0,4.2426405,2087.39990234375,213.3,-0.04086104,2.26097775,9.38441944,0.00299907,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:08:40 MST 2013,05-Jan-2013 15:06:19.384,-104.86746224,39.07588857,0.0,16.970562,2087.39990234375,213.3,-0.04086104,2.22011662,9.34355831,-0.00202101,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:09:03 MST 2013,05-Jan-2013 15:06:42.229,-104.86746232,39.07588855,0.0,20.0,2087.39990234375,213.3,0,2.34269977,9.38441944,0.00497478,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:09:26 MST 2013,05-Jan-2013 15:07:05.491,-104.86746235,39.07588859,0.0,20.0,2087.39990234375,213.3,0,2.34269977,9.30269718,-0.00310564,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:09:49 MST 2013,05-Jan-2013 15:07:28.576,-104.86746233,39.07588864,0.0,13.416408,2087.39990234375,213.3,0.04086104,2.26097775,9.42528057,0.0070489,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:10:12 MST 2013,05-Jan-2013 15:07:51.893,-104.86746234,39.07588865,0.0,8.485281,2087.39990234375,213.3,0,2.34269977,9.38441944,0.00497478,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:10:35 MST 2013,05-Jan-2013 15:08:15.018,-104.86746232,39.07588876,0.0,8.485281,2087.39990234375,213.3,0.04086104,2.30183887,9.38441944,0.00398302,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:10:59 MST 2013,05-Jan-2013 15:08:38.369,-104.86746226,39.07588881,0.0,8.485281,2087.39990234375,213.3,0,2.30183887,9.38441944,0.0039742,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:11:23 MST 2013,05-Jan-2013 15:09:02.170,-104.86746226,39.07588883,0.0,8.485281,2087.39990234375,213.3,0.04086104,2.30183887,9.30269718,-0.00410557,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:11:46 MST 2013,05-Jan-2013 15:09:25.474,-104.86746234,39.07588886,0.0,6.708204,2087.39990234375,213.3,0,2.26097775,9.42528057,0.00704014,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:12:09 MST 2013,05-Jan-2013 15:09:48.969,-104.86746237,39.0758889,0.0,13.416408,2087.39990234375,213.3,0,2.26097775,9.38441944,0.00299025,-,0,48.20000076,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,100000,100000,16039,16039,0,0,100000,0,0,0,0,0,0,0,0,235025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,44.59999847,0,0,-,-,71.37255096,50,11.45798111,0,255,71.37255096,0.76904655,60.79999924,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:12:24 MST 2013,05-Jan-2013 15:10:03.344,-104.86746239,39.07588892,0.0,25.298222,2087.39990234375,213.3,0,2.30183887,9.38441944,0.0039742,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,5088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,241025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,7.84313726,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,33.79999924,46.40000153,0,0,-,-,71.37255096,48.20000076,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:12:34 MST 2013,05-Jan-2013 15:10:13.984,-104.86746239,39.07588891,0.0,32.984844,2087.39990234375,213.3,0,2.26097775,9.30269718,-0.00510657,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,6088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,35.59999847,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:12:51 MST 2013,05-Jan-2013 15:10:30.793,-104.86746243,39.07588893,0.0,32.984844,2087.39990234375,213.3,0,2.30183887,9.38441944,0.0039742,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:13:15 MST 2013,05-Jan-2013 15:10:54.134,-104.86746243,39.07588895,0.0,14.422205,2087.39990234375,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:13:38 MST 2013,05-Jan-2013 15:11:17.363,-104.86746241,39.07588909,0.0,10.0,2087.5,213.3,0,2.22011662,9.38441944,0.00202298,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:14:01 MST 2013,05-Jan-2013 15:11:40.359,-104.86746248,39.07588916,0.0,6.708204,2087.5,213.3,-0.08172209,2.22011662,9.34355831,-0.00199443,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:14:24 MST 2013,05-Jan-2013 15:12:03.786,-104.86746255,39.07588914,0.0,6.708204,2087.5,213.3,0,2.26097775,9.42528057,0.00704014,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:14:47 MST 2013,05-Jan-2013 15:12:26.625,-104.86746249,39.07588917,0.0,6.708204,2087.5,213.3,0,2.26097775,9.38441944,0.00299025,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:15:11 MST 2013,05-Jan-2013 15:12:50.133,-104.86746241,39.07588934,0.0,4.472136,2087.5,213.3,-0.04086104,2.22011662,9.42528057,0.00608563,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:15:34 MST 2013,05-Jan-2013 15:13:13.445,-104.86746237,39.07588947,0.0,3.6055512,2087.5,213.3,-0.04086104,2.26097775,9.38441944,0.00299907,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:15:58 MST 2013,05-Jan-2013 15:13:36.837,-104.86746224,39.07588962,0.0,3.6055512,2087.60009765625,213.3,0,2.30183887,9.34355831,-0.00007063,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:16:21 MST 2013,05-Jan-2013 15:14:00.366,-104.86746227,39.07588967,0.0,4.2426405,2087.5,213.3,0.04086104,2.30183887,9.34355831,-0.00006181,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:16:44 MST 2013,05-Jan-2013 15:14:23.390,-104.86746227,39.07588969,0.0,4.2426405,2087.5,213.3,0,2.26097775,9.34355831,-0.00105864,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,33.79999924,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
Sat Jan 05 15:17:08 MST 2013,05-Jan-2013 15:14:46.895,-104.86746221,39.07588979,0.0,4.2426405,2087.60009765625,213.3,-0.04086104,2.22011662,9.30269718,-0.00607294,-,0,42.79999924,-,38.82352829,-,0,0,0,0,0,0,0,0,0,0,4088,0,0,88,0,0,0,0,0,0,0,0,16039,16039,0,0,0,0,0,0,0,0,0,0,0,239025,221002,0,0,0,0,0,0,0,0,0,0,0,144001,2000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,44,34.70000076,18.43137169,0,4006.6015625,0,0,0,0,0,0,0,107255,0,0,0,-40,46.40000153,0,0,-,-,71.37255096,50,11.45798111,0,0,71.37255096,0.76904655,59,0,0,0,0,0,0,0,0,0
